4267866	4273857	Baldwin City	Baldwin City	38.77501	-95.18636	
4537911	4544379	Grant	Grant	33.94316	-95.51357	
2996980	3027939	Luze	Luze	47.02363	0.4525	
2621431	6418539	Gjern	Gjern	56.23023	9.73912	
2262687	2267056	Terrugem	Terrugem	38.70647	-9.28693	
5778890	5549030	Ньютон	Newton	41.8627	-111.99078	
3029475	3027939	Busloup	Busloup	47.89437	1.13229	
2520714	2593112	Burguillos del Cerro	Burguillos del Cerro	38.38008	-6.59038	
4540339	4544379	Kiowa	Kiowa	34.72065	-95.89916	
3466692	3448433	Катандува	Catanduva	-21.13778	-48.97278	
2162255	2155400	Jindabyne	Jindabyne	-36.41623	148.62505	
2801926	3337387	Bilstain	Bilstain	50.62208	5.92086	
5272776	5279468	Seymour	Seymour	44.51499	-88.33038	
4302200	6254925	Nebo	Nebo	37.38366	-87.64278	
3166365	3174618	Soresina	Soresina	45.28647	9.85696	
5204603	6254927	Orviston	Orviston	41.10645	-77.75222	
2979649	3030293	Saint-Goazec	Saint-Goazec	48.16667	-3.78333	
2989484	2985244	Оппед	Oppede	43.82866	5.16161	
3035828	3030967	Осон	Auxonne	47.19255	5.38726	
2783721	3337388	Wiekevorst	Wiekevorst	51.10796	4.7924	
2788534	3337388	Pulle	Pulle	51.20317	4.71434	
3021391	2990119	Dieval	Dieval	50.43535	2.45007	
5767392	5769223	Newell	Newell	44.71471	-103.42074	
3078855	3339576	Bradlec	Bradlec	50.45135	14.91018	
2774449	2770542	Kierling	Kierling	48.30997	16.27616	
2655994	3333232	Beith	Beith	55.74923	-4.6368	
2988575	3027939	Parcay-sur-Vienne	Parcay-sur-Vienne	47.10571	0.47662	
2265180	2268337	Паршал	Parchal	37.13827	-8.51702	
4706736	4736286	Little Elm	Little Elm	33.16262	-96.93751	
293918	294904	Petah Tikva	Petah Tikva	32.08708	34.88747	
4422228	4436296	Coffeeville	Coffeeville	33.97678	-89.67564	
1274119	1264418	Chiplun	Chiplun	17.53339	73.50936	
2151061	2155400	Roseville	Roseville	-33.78333	151.18333	
3033498	2997551	Benestroff	Benestroff	48.90539	6.75946	
5831333	5843591	Ласк	Lusk	42.76247	-104.45217	
1240935	1223421	Katunayaka North	Katunayaka North	7.1643	79.8757	
5052524	5037779	Westbrook	Westbrook	44.04218	-95.43611	
2639407	3333240	Rhymney	Rhymney	51.75998	-3.28553	
5384339	5332921	Port Hueneme	Port Hueneme	34.14778	-119.19511	
3038080	2983751	Allonzier-la-Caille	Allonzier-la-Caille	46.00352	6.11776	
1567621	1581129	Сон-Тай	Son Tay	21.14053	105.50686	
2999619	3034693	Lessay	Lessay	49.21703	-1.53089	
3007259	2988289	La Planche	La Planche	47.01619	-1.43159	
2773045	2774686	Landskron	Landskron	46.61667	13.88333	
6173570	6115047	Vaudreuil-Dorion	Vaudreuil-Dorion	45.40008	-74.03251	
633099	828987	Vaaksy	Vaaksy	61.17379	25.54716	
4456615	4482348	Bolivia	Bolivia	34.06767	-78.14833	
5366582	5332921	Линден	Linden	38.02131	-121.08383	
5580868	5417618	Pierce	Pierce	40.63554	-104.75525	
2655273	2652355	Бодмин	Bodmin	50.47151	-4.7243	
5674878	5667009	Roundup	Roundup	46.44524	-108.5418	
2876009	2842566	Ломмач	Lommatzsch	51.19537	13.30917	
2874545	2842565	Магдебург	Magdeburg	52.12773	11.62916	
2155386	2155400	Newtown	Newtown	-33.89835	151.17754	
4262045	4921868	Нью-Албани	New Albany	38.28562	-85.82413	
2658490	2661876	Stein	Stein	47.54403	7.95256	
3044669	3043047	Szentgotthard	Szentgotthard	46.95261	16.27358	
2513130	2593113	L'Olleria	L'Olleria	38.91667	-0.55	
589147	592170	Randvere	Randvere	59.50889	24.89972	
4539621	4544379	Jennings	Jennings	36.18118	-96.56975	
4401659	4398678	Одесса	Odessa	38.99917	-93.95356	
5106612	5101760	Wrightstown	Wrightstown	40.03622	-74.61793	
4955544	6254926	Whitman	Whitman	42.08066	-70.9356	
2973385	2993955	Тарб	Tarbes	43.23333	0.08333	
3029352	3035876	Buxieres-sous-Montaigut	Buxieres-sous-Montaigut	46.20417	2.84733	
507599	826294	Покров	Pokrov	55.91797	39.17242	17246520
5249071	5279468	Cochrane	Cochrane	44.22746	-91.83516	
2982875	2985244	Рокбрюн-сюр-Аржанс	Roquebrune-sur-Argens	43.43333	6.63333	
3073098	3339536	Kotvrdovice	Kotvrdovice	49.35511	16.78435	
3166753	3174618	Senago	Senago	45.57627	9.12454	
2267624	2263478	Golega	Golega	39.40474	-8.48625	
4157015	4155751	Goodland	Goodland	25.92482	-81.64564	
705392	707470	Коломия	Kolomyia	48.53115	25.03649	2610600000
4912583	4896861	Стоктън	Stockton	42.34974	-90.00679	
1261124	1259223	Nurmahal	Nurmahal	31.09554	75.59281	
4850549	4862182	Cascade	Cascade	42.29862	-91.01486	
4127923	4099753	Ravenden	Ravenden	36.2334	-91.2518	
4667553	4662168	Whitleyville	Whitleyville	36.44534	-85.67192	
2524093	2523119	Monforte San Giorgio	Monforte San Giorgio	38.15647	15.38129	
4508412	5165418	Чесапик	Chesapeake	38.42786	-82.4571	
5164202	5165418	Нью-Албани	New Albany	40.08117	-82.80879	
2986886	2985244	Ле-План-де-ла-Тур	Le Plan-de-la-Tour	43.33333	6.55	
5530825	4736286	Slaton	Slaton	33.43731	-101.64349	
4355756	4361885	Frostburg	Frostburg	39.65814	-78.92836	
2660832	2661876	Фарванген	Fahrwangen	47.29477	8.24215	
2982179	2990119	Ruitz	Ruitz	50.46643	2.58876	
2658519	2657895	Stadel	Stadel	47.5294	8.46353	
5139630	5128638	Stephentown	Stephentown	42.54869	-73.374	
4980629	4971068	Thomaston	Thomaston	44.07897	-69.18171	
3072503	0	Kunin	Kunin	49.63377	17.98965	
3009638	3027939	Ladon	Ladon	48.00259	2.53724	
2717382	3337385	Dosjebro	Dosjebro	55.81667	13.01667	
2994404	2983751	Мерибель	Méribel	45.41497	6.565	
3028271	3037350	Castillon-la-Bataille	Castillon-la-Bataille	44.85	-0.03333	
3570423	6690603	Le Morne-Rouge	Le Morne-Rouge	14.76667	-61.13333	
2639924	2639944	Престин	Presteigne	52.27183	-3.00579	
3158668	3151864	Эйдфьорд	Eidfjord	60.4675	7.07193	
3067631	3339536	Predklasteri	Predklasteri	49.35253	16.40241	
4465198	4482348	Ellerbe	Ellerbe	35.07126	-79.76144	
4439981	4436296	Osyka	Osyka	31.00685	-90.47232	
2940003	2847618	Clausen	Clausen	49.26075	7.6773	
2988279	3007670	Пазьоль	Paziols	42.8586	2.71937	
2926290	2953481	Флайшванген	Fleischwangen	47.88333	9.48333	
4629825	4662168	Hixson	Hixson	35.14063	-85.23273	
3093918	3337496	Lapino	Lapino	54.28944	18.44475	
5405878	5332921	Вентура	Ventura	34.27834	-119.29317	
2972494	3034693	Tollevast	Tollevast	49.57437	-1.62746	
2658650	2658226	Зелисберг	Seelisberg	46.97302	8.58689	
5770732	5549030	Alpine	Alpine	40.45328	-111.77799	
2638864	2649469	Сент-Андрус	St Andrews	56.33871	-2.79902	
2647467	2641455	Harleston	Harleston	52.40121	1.29815	
2862106	2951839	Нордендорф	Nordendorf	48.59478	10.83183	
2972137	2988289	Toutlemonde	Toutlemonde	47.05488	-0.76548	
2972339	3037350	Toulenne	Toulenne	44.55665	-0.26328	
3154704	3143487	Grua	Grua	60.25701	10.66222	
3363094	1085599	Паарл	Paarl	-33.73378	18.97523	
2772942	2770542	Ланценкирхен	Lanzenkirchen	47.73333	16.23333	
5362885	5332921	Kenwood	Kenwood	38.4138	-122.54609	
5057373	4398678	Spickard	Spickard	40.2439	-93.59439	
5570160	5332921	Реддинг	Redding	40.58654	-122.39168	
2800286	3337387	Clabecq	Clabecq	50.69245	4.2215	
2989647	2988289	Oisseau-le-Petit	Oisseau-le-Petit	48.34753	0.0861	
2512691	2593112	Peraleda de la Mata	Peraleda de la Mata	39.85288	-5.46065	
2857790	2847618	Offenheim	Offenheim	49.72556	8.03028	
3006617	2983751	Larringes	Larringes	46.36737	6.57318	
2786190	3337387	Stave	Stave	50.28007	4.65906	
3181379	3174618	Buscate	Buscate	45.54597	8.81204	
4775465	6254928	Nassawadox	Nassawadox	37.47486	-75.85826	
2939949	2847618	Кохем	Cochem	50.14511	7.16379	
3115128	3114710	Olloniego	Olloniego	43.29878	-5.82357	
2633774	2651346	Wirksworth	Wirksworth	53.08232	-1.57391	
2634217	3333164	Уэтерби	Wetherby	53.92836	-1.38672	
2639123	2633484	Rossett	Rossett	53.10921	-2.94478	
2855992	2847618	Оттерштадт	Otterstadt	49.37222	8.44778	
2982778	2997551	Rosieres-aux-Salines	Rosieres-aux-Salines	48.5929	6.33208	
5112182	5128638	Chaffee	Chaffee	42.56812	-78.47891	
2620473	6418538	Хельсингёр	Elsinore	56.03606	12.6136	
3019385	3017372	Etouvans	Etouvans	47.46463	6.72021	
4173350	4155751	Sopchoppy	Sopchoppy	30.05993	-84.48879	
2659891	2661603	Листаль	Liestal	47.48455	7.73446	
5116047	5128638	East Rochester	East Rochester	43.10867	-77.4875	
5804306	5815135	Mukilteo	Mukilteo	47.94454	-122.30458	
1271685	1258899	Ganganagar	Ganganagar	29.92008	73.87496	
2772631	2769848	Leonstein	Leonstein	47.89666	14.23124	
2743652	2748838	Zuidveen	Zuidveen	52.7775	6.10694	
606350	2664415	Byske	Byske	64.95258	21.2058	
1858421	1858419	Kumamoto	Kumamoto	32.80589	130.69181	
5164582	5165418	Niles	Niles	41.18284	-80.76536	
4158224	4155751	Гавана	Havana	30.62381	-84.41463	
3013592	3038033	Эгенайм	Hegenheim	47.56251	7.52684	
2999170	3013756	Le Thuit-Signol	Le Thuit-Signol	49.26487	0.9391	
2829760	2951839	Штадтлауринген	Stadtlauringen	50.18708	10.36164	
3010566	2993955	Lacaune	Lacaune	43.7066	2.69293	
2971046	2993955	Valence-d'Albigeois	Valence-d'Albigeois	44.01928	2.40534	
3024305	2983751	Collonges-au-Mont-d'Or	Collonges-au-Mont-d'Or	45.82197	4.8398	
5684482	5667009	Vida	Vida	47.83196	-105.49305	
4945628	6254926	North Grafton	North Grafton	42.23343	-71.70785	
2992745	3027939	Monteaux	Monteaux	47.48762	1.11311	
5065353	5073708	Cedar Rapids	Cedar Rapids	41.56001	-98.14451	
643644	828987	Ориматтила	Orimattila	60.80487	25.72964	
1231121	1223421	Pannipitiya	Pannipitiya	6.8462	79.9448	
3458881	3457153	Lambari	Lambari	-21.97556	-45.35028	
4956545	4971068	Albion	Albion	44.53229	-69.44254	
4242057	4896861	Kampsville	Kampsville	39.29783	-90.60901	
2619221	6418541	Jyderup	Jyderup	55.66399	11.42029	
3004891	3007670	Le Cailar	Le Cailar	43.67923	4.23576	
2624419	6418539	Avlum	Avlum	56.26539	8.79256	
2717884	2686655	Degerfors	Degerfors	59.23797	14.43077	
4114104	4099753	Havana	Havana	35.1112	-93.52963	
2867240	2847618	Нахтсхайм	Nachtsheim	50.31667	7.06667	
2957437	2872567	Альтентрептов	Altentreptow	53.69416	13.26504	
3993335	4013674	Паррас	Parras de la Fuente	25.44156	-102.1792	
4867801	4862182	Monticello	Monticello	42.23834	-91.18709	
3336591	3141558	Vedavagen	Vedavagen	59.29425	5.21782	
2818094	2862926	Услар	Uslar	51.6569	9.63501	
2754457	2748838	Hellendoorn	Hellendoorn	52.38833	6.45139	
3172402	3165244	Наго-Торболе	Nago–Torbole	45.87594	10.89106	
2988309	2993955	Pavie	Pavie	43.60969	0.59143	
5101361	5101760	Montvale	Montvale	41.04676	-74.02292	
2950767	2951839	Berg	Berg	47.96737	11.35446	
4353798	4361885	Dunkirk	Dunkirk	38.72178	-76.66052	
4098527	4829764	Woodville	Woodville	34.62787	-86.27443	
2862891	2951839	Нидершёненфельд	Niederschonenfeld	48.71667	10.93333	
3012508	2983751	Жаннерьяс	Janneyrias	45.75346	5.11027	
6061818	6093943	Lucknow	Lucknow	43.95009	-81.51647	
4943227	6254926	Marstons Mills	Marstons Mills	41.65622	-70.41614	
5036493	5037779	Мейпл-Гров	Maple Grove	45.07246	-93.45579	
1711084	0	Iligan	Iligan	8.23083	124.23611	
3056357	3042925	Айка	Ajka	47.10196	17.55892	
2756504	2749879	Duivendrecht	Duivendrecht	52.32941	4.93964	
2524614	2523119	Gibellina	Gibellina	37.80704	12.86954	
2848995	2951839	Reichmannsdorf	Reichmannsdorf	49.78633	10.69666	
3401109	3408096	Delmiro Gouveia	Delmiro Gouveia	-9.38861	-37.99917	
5697100	5073708	Lodgepole	Lodgepole	41.14971	-102.6363	
3106067	3336900	Viana de Cega	Viana de Cega	41.52927	-4.75245	
500591	524894	Румянцево	Rumyantsevo	55.63344	37.42506	45297565106
2942077	2905330	Budesheim	Budesheim	50.21745	8.83364	
3407693	3408096	Anadia	Anadia	-9.68444	-36.30417	
2998998	3017372	Valdahon	Valdahon	47.15	6.35	
2179670	2179671	Вангануи	Wanganui	-39.93333	175.05	
3714734	3703433	Ancon	Ancon	8.96667	-79.55	
1645133	1629652	Думай	Dumai	1.66711	101.44316	
3066878	3339576	Ржичани	Ricany	49.99168	14.65427	
3122832	3336900	Espirdo	Espirdo	40.99764	-4.07331	
3072235	3339538	Ledec nad Sazavou	Ledec nad Sazavou	49.69517	15.27772	
2755619	2749990	Гельдроп	Geldrop	51.42167	5.55972	
3159143	3143487	Dokka	Dokka	60.84001	10.0618	
5002367	5001836	Montague	Montague	43.41668	-86.35701	
5178450	6254927	Archbald	Archbald	41.4948	-75.53685	
2520493	2521383	Кальвия	Calvià	39.5657	2.50621	
2612588	6418541	Stensved	Stensved	54.99714	12.02983	
1801200	1806260	Haimen	Haimen	31.89619	121.17274	
4711545	4736286	Millican	Millican	30.46854	-96.20246	
2660170	2660717	Kerzers	Kerzers	46.97586	7.1957	
3132720	3132064	Vanse	Vanse	58.09812	6.69184	
2820967	2951839	Trostau	Trostau	50.01667	11.95	
5422254	5417618	Fowler	Fowler	38.12917	-104.02329	
2748868	2755634	Overasselt	Overasselt	51.76	5.78889	
5970234	5883102	Hanna	Hanna	51.63343	-111.90181	
2882141	2872567	Лаге	Laage	53.9256	12.34694	
2751821	2749990	Leende	Leende	51.35083	5.55417	
2990643	3027939	Neuil	Neuil	47.17219	0.51155	
5102831	5101760	Pompton Plains	Pompton Plains	40.96815	-74.2957	
5227572	5769223	Elkton	Elkton	44.23608	-96.48115	
3063409	3339536	Вальтице	Valtice	48.74069	16.75499	
646623	828989	Marinkainen	Marinkainen	63.93333	23.43333	
6822147	1863958	Касуга	Kasuga	33.52611	130.48703	
3018235	2997551	Florange	Florange	49.32373	6.1212	
2658623	2661876	Seon	Seon	47.3449	8.15607	
3027335	2988289	Chambretaud	Chambretaud	46.92166	-0.96405	
3179193	3183560	Cellino Attanasio	Cellino Attanasio	42.58574	13.8605	
2156034	2155400	Muswellbrook	Muswellbrook	-32.26118	150.89009	
2821248	2945356	Тройенбрицен	Treuenbrietzen	52.09754	12.87258	
2524929	2525468	Corigliano Calabro	Corigliano Calabro	39.595	16.5177	
3029730	2986492	Brux	Brux	46.23581	0.19267	
2693360	2721357	Lyckeby	Lyckeby	56.2	15.65	
757182	858790	Шидлув	Gmina Szydłów	50.59114	21.0068	
2767227	2763586	Roppen	Roppen	47.21667	10.81667	
2984835	3030293	Quéménéven	Quéménéven	48.11667	-4.11667	
2655576	2644486	Bishop Norton	Bishop Norton	53.42125	-0.52042	
606358	2664415	Bygdea	Bygdea	64.06667	20.85	
3054811	3051977	Bony	Bony	47.65	17.86977	
3465624	3457153	Контажен	Contagem	-19.93167	-44.05361	
3168633	3174618	Сало	Salò	45.60859	10.53097	
789225	785059	Kosovska Mitrovica	Kosovska Mitrovica	42.88333	20.86667	
3117715	3336899	Maella	Maella	41.12251	0.13926	
2659067	2661551	Ройтиген	Reutigen	46.69363	7.62102	
2744153	2755812	Woudsend	Woudsend	52.94357	5.62843	
2633972	2636561	Wickhambrook	Wickhambrook	52.16132	0.56022	
2725379	2664870	Arjaeng	Arjaeng	59.39217	12.13336	
2067086	2058645	Manjimup	Manjimup	-34.24122	116.14564	
3181005	3169778	Campi Salentina	Campi Salentina	40.39944	18.01861	
523426	524925	Наро-Фоминск	Naro-Fominsk	55.38752	36.73307	46238501
4280350	4273857	Tecumseh	Tecumseh	39.04806	-95.57915	
5093975	5090174	Union	Union	43.49147	-71.02312	
2752399	2744011	Kortgene	Kortgene	51.55667	3.80139	
4971448	4971068	Mattawamkeag	Mattawamkeag	45.51367	-68.35447	
2927226	2905330	Фельсберг	Felsberg	51.13763	9.42138	
3468902	3448433	Brodosqui	Brodosqui	-20.99139	-47.65861	
3451102	3451133	Риу-Парду	Rio Pardo	-29.98972	-52.37806	
2810919	2861876	Вердоль	Werdohl	51.26011	7.76608	
3533005	3516391	Альтамира	Altamira	22.39215	-97.93867	
5024566	5037779	Довер	Dover	43.97357	-92.13905	
2652907	2636512	Claygate	Claygate	51.36021	-0.34075	
2617961	6418541	Langebæk	Langebæk	54.99654	12.08993	
2967998	2983751	Vion	Vion	45.113	4.80595	
5285131	5551752	Black Canyon City	Black Canyon City	34.07087	-112.15071	
5051612	5037779	Wabasso	Wabasso	44.4019	-95.25583	
2648362	2647043	Goffs Oak	Goffs Oak	51.71015	-0.0872	
2920329	2905330	Гинсхайм-Густавсбург	Ginsheim-Gustavsburg	49.9711	8.34532	
479123	479119	Ульяновск	Ulyanovsk	54.32824	48.38657	73401
2663399	3337385	Vellinge	Vellinge	55.47124	13.01971	
4493592	4482348	Stoneville	Stoneville	36.46653	-79.90698	
2659658	2658370	Minusio	Minusio	46.17769	8.81473	
1856035	1854345	Наха	Naha	26.2125	127.68111	
3002961	2988289	Le Perrier	Le Perrier	46.81932	-1.99306	
4855595	4862182	Emmetsburg	Emmetsburg	43.11274	-94.68304	
554233	524925	Королёв	Korolev	55.91417	37.82556	46434
2624289	6418539	Barrit	Barrit	55.71183	9.89037	
5401395	5332921	Темекула	Temecula	33.49364	-117.14836	
2858999	2953481	Оберзонтхайм	Obersontheim	49.05667	9.89917	
2943945	2862926	Brockum	Brockum	52.46667	8.41667	
2633912	3333213	Willenhall	Willenhall	52.6	-2.03333	
3127849	3336901	Bonastre	Bonastre	41.22031	1.43936	
2162187	2152274	Jondaryan	Jondaryan	-27.37033	151.59044	
2981320	2983751	Saint-Bonnet-les-Oules	Saint-Bonnet-les-Oules	45.5425	4.33145	
3089779	858791	Оструда	Ostróda	53.69671	19.96486	
4453214	4482348	Autryville	Autryville	34.99795	-78.64251	
3183431	3174618	Agnadello	Agnadello	45.44437	9.55706	
5401297	5332921	Tehachapi	Tehachapi	35.13219	-118.44897	
3114422	3336899	Paniza	Paniza	41.284	-1.21224	
2992958	3037350	Montazeau	Montazeau	44.88333	0.15	
2660309	2657895	Хомбрехтикон	Hombrechtikon	47.25298	8.77212	
2524786	2523119	Favara	Favara	37.31754	13.66226	
2996325	3034693	Maltot	Maltot	49.12784	-0.42274	
3014600	3012874	Grisy-Suisnes	Grisy-Suisnes	48.68538	2.66781	
3892870	3880306	Курико	Curicó	-34.98279	-71.23943	
2736884	2742610	Pacos de Brandao	Pacos de Brandao	40.97541	-8.5835	
3176261	3174618	Gavirate	Gavirate	45.84008	8.71983	
2643298	2633868	Линхем	Lyneham	51.51667	-1.96667	
4555790	4544379	Уилсон	Wilson	34.16204	-97.42586	
6942800	6087430	Kedgwick	Kedgwick	47.64457	-67.34344	
3034476	2997551	Bayon	Bayon	48.47366	6.31583	
2872469	2951839	Megesheim	Megesheim	48.93333	10.65	
4466444	4482348	Flat Rock	Flat Rock	35.27123	-82.44151	
2651496	3333226	Darvel	Darvel	55.60976	-4.28142	
3156764	3163480	Fornebu	Fornebu	59.90179	10.62478	
2933808	2862926	Echem	Echem	53.33333	10.53333	
4250033	4896861	Sidell	Sidell	39.90976	-87.82114	
3018448	2987375	Fitz-James	Fitz-James	49.39113	2.4307	
2158867	2155400	Манли	Manly	-33.79798	151.28826	
2524800	2525468	Falerna	Falerna	39.00249	16.1707	
2820065	2951839	Unsleben	Unsleben	50.38333	10.26667	
4354265	4361885	Элликотт Сити	Ellicott City	39.26733	-76.79831	
2750380	2756631	Nietap	Nietap	53.15917	6.4	
3455689	3457153	Ouro Branco	Ouro Branco	-20.52083	-43.69194	
754640	858787	Wygledy	Wygledy	52.25986	20.70099	
4526291	5165418	Thornville	Thornville	39.89645	-82.42015	
2687517	2712411	Ockelbo	Ockelbo	60.8912	16.71846	
3158615	3145495	Eidsvag	Eidsvag	62.7767	8.06681	
4465637	4482348	Fair Bluff	Fair Bluff	34.3135	-79.03725	
2975292	2997551	Сешам	Seichamps	48.71114	6.26186	
5791805	5815135	Дэвенпорт	Davenport	47.65405	-118.14997	
3038611	3034693	Agneaux	Agneaux	49.11905	-1.1061	
2170079	2145234	Крэнбурн	Cranbourne	-38.11342	145.28326	
5795104	5815135	Фрайдей Харбор	Friday Harbor	48.53427	-123.01712	
5757477	5744337	Troutdale	Troutdale	45.53929	-122.38731	
4400253	4398678	New Florence	New Florence	38.91032	-91.44822	
2795703	3337388	Hoegaarden	Hoegaarden	50.7756	4.88952	
2143131	2145234	Уонтагги	Wonthaggi	-38.60586	145.59355	
4794692	6254928	Woolwine	Woolwine	36.78986	-80.27728	
3860164	3435907	Коронель-Суарез	Coronel Suárez	-37.45467	-61.93343	
5583657	5417618	Юма	Yuma	40.12221	-102.72521	
3026184	2983751	Chateauvilain	Chateauvilain	45.51827	5.32924	
2978661	2993955	Сен-Лис	Saint-Lys	43.51127	1.17557	
2152182	2145234	Rainbow	Rainbow	-35.89578	141.99789	
5713224	5744337	Beavercreek	Beavercreek	45.2879	-122.53564	
293522	294824	Shelomi	Shelomi	33.07472	35.14608	
5058669	5690763	Cogswell	Cogswell	46.10691	-97.78204	
3170357	3174004	Polverigi	Polverigi	43.52556	13.39207	
5888716	6093943	Aylmer	Aylmer	42.76679	-80.98302	
