2770542	AT-3	AT	Нижняя Австрия	Niederoesterreich	Europe/Vienna	
3333195	GB-SOL	GB	Солихалл	Solihull	Europe/London	
2112518	JP-03	JP	Иватэ	Iwate-ken	Asia/Tokyo	
479119	RU-ULY	RU	Ульяновская область	Ulyanovsk Oblast	Europe/Volgograd	73
276780	LB-BA	LB	Бейрут	Beyrouth	Asia/Beirut	
2595345	NG-EB	NG	Эбоньи	Ebonyi State	Africa/Lagos	
3384397	SR-CR	SR	Корони	Distrikt Coronie	America/Paramaribo	
3675686	CO-MAG	CO	Магдалена	Departamento del Magdalena	America/Bogota	
3450387	BR-SC	BR	Санта-Катарина	Estado de Santa Catarina	America/Sao_Paulo	
3674810	CO-MET	CO	Мета	Departamento del Meta	America/Bogota	
2182560	NZ-BOP	NZ	Бей-оф-Пленти	Bay of Plenty	Pacific/Auckland	
3137966	NO-14	NO	Согн-ог-Фьюране	Sogn og Fjordane Fylke	Europe/Oslo	
607847	KZ-ZAP	KZ	Западно-Казахстанская область	Batys Qazaqstan Oblysy	Asia/Oral	
552927	RU-KC	RU	Карачаево-Черкесия	Karachayevo-Cherkesiya	Europe/Moscow	91
3402362	BR-CE	BR	Сеара	Estado do Ceara	America/Fortaleza	
3439312	PY-5	PY	Каагуасу	Departamento de Caaguazu	America/Asuncion	
3190533	SI-113	SI	Словенска Бистрица	Slovenska Bistrica	Europe/Ljubljana	
304825	TR-45	TR	Маниса	Manisa	Europe/Istanbul	
524894	RU-MOW	RU	Москва	Moskva	Europe/Moscow	45
3393098	BR-PB	BR	Параиба	Estado da Paraiba	America/Recife	
2222934	CM-OU	CM	Западный	West Region	Africa/Douala	
3451189	BR-RJ	BR	Рио-де-Жанейро	Estado do Rio de Janeiro	America/Sao_Paulo	
1853299	JP-41	JP	Сага	Saga-ken	Asia/Tokyo	
3337532	HR-21	HR	Загреб	Grad Zagreb	Europe/Zagreb	
3174976	IT-62	IT	Лацио	Lazio	Europe/Rome	
80412	YE-AD	YE	Аден	Muhafazat `Adan	Asia/Aden	
2657122	GB-ARD	GB	Ардс	Ards	Europe/London	
1270260	IN-HR	IN	Харьяна	State of Haryana	Asia/Kolkata	
1508290	RU-CHE	RU	Челябинская область	Chelyabinskaya Oblast'	Asia/Yekaterinburg	75
3333203	GB-STT	GB	Стоктон-он-Тис	Stockton-on-Tees	Europe/London	
2325190	NG-OY	NG	Ойо	Oyo State	Africa/Lagos	
1855429	JP-15	JP	Ниигата	Niigata-ken	Asia/Tokyo	
3333213	GB-WLL	GB	Уолсолл	Walsall	Europe/London	
2647554	GB-HAM	GB	Хэмпшир	Hampshire	Europe/London	
863854	MK-18	MK	Гевгелия	Gevgelija	Europe/Skopje	
3333243	GB-MTY	GB	Мертир Тидвил	Merthyr Tydfil	Europe/London	
3043047	HU-VA	HU	Ваш	Vas megye	Europe/Budapest	
4565348		PR	Атильо	Hatillo Municipio	America/Puerto_Rico	
1267254	IN-KL	IN	Керала	State of Kerala	Asia/Kolkata	
4562516		PR	Агуас-Буэнас	Aguas Buenas	America/Puerto_Rico	
2403068	SL-W	SL	Западная	Western Area	Africa/Freetown	
3640847	VE-A	VE	Федеральный округ	Distrito Capital	America/Caracas	
153214	TZ-16	TZ	Морогоро	Morogoro Region	Africa/Dar_es_Salaam	
347794	EG-SHG	EG	Сохаг	Muhafazat Suhaj	Africa/Cairo	
1905412	VN-56	VN	Бакнинь	Tinh Bac Ninh	Asia/Ho_Chi_Minh	
3333245	GB-NTL	GB	Нит — Порт-Толбот	Neath Port Talbot	Europe/London	
1584169	VN-33	VN	Даклак	Tinh Dak Lak	Asia/Ho_Chi_Minh	
865539	GE-IM	GE	Имеретия	Imereti	Asia/Tbilisi	
4565381		PR	Ормигуэрос	Hormigueros Municipio	America/Puerto_Rico	
858895	MD-GA	MD	Гагаузия	Gagauzia	Europe/Chisinau	
2476027	DZ-42	DZ	Типаса	Wilaya de Tipaza	Africa/Algiers	
2647716	GB-GWN	GB	Гвинед	Gwynedd	Europe/London	
1852442	JP-32	JP	Симанэ	Shimane-ken	Asia/Tokyo	
4566138		PR	Манати	Manati Municipio	America/Puerto_Rico	
524925	RU-MOS	RU	Московская область	Moskovskaya Oblast'	Europe/Moscow	46
2766823	AT-5	AT	Зальцбург	Salzburg	Europe/Vienna	
1606375	TH-91	TH	Сатун	Changwat Satun	Asia/Bangkok	
7521947	TT-TUP	TT	Тунапуна-Пиарко	Tunapuna-Piarco	America/Port_of_Spain	
934718	MU-BL	MU	Ривьер-Нуар	Black River District	Indian/Mauritius	
1506272	RU-AL	RU	Алтай	Altay	Asia/Omsk	84
4565720		PR	Хункос	Municipio de Juncos	America/Puerto_Rico	
3239227	SI-045	SI	Кидричево	Obcina Kidricevo	Europe/Ljubljana	
3337522	HR-14	HR	Осиецко-Бараньская	Osjecko-Baranjska Zupanija	Europe/Zagreb	
1085597	ZA-LP	ZA	Лимпопо	Limpopo	Africa/Johannesburg	
3834450	AR-V	AR	Огненная Земля, Антарктида и острова Южной Атлантики	Provincia de Tierra del Fuego, Antartida e Islas del Atlantico Sur	America/Argentina/Ushuaia	
3117732	ES-MD	ES	Область Мадрид	Comunidad de Madrid	Europe/Madrid	
1792943	CN-12	CN	Тяньцзинь	Tianjin Shi	Asia/Shanghai	
3640873	VE-I	VE	Фалькон	Estado Falcon	America/Caracas	
536199	RU-LEN	RU	Ленинградская область	Leningradskaya Oblast'	Europe/Moscow	41
290333	BH-15	BH	Мухаррак	Muharraq Governorate	Asia/Bahrain	
1863983	JP-18	JP	Фукуи	Fukui-ken	Asia/Tokyo	
1641898	ID-KT	ID	Центральный Калимантан	Provinsi Kalimantan Tengah	Asia/Pontianak	
1520239	KZ-PAV	KZ	Павлодарская область	Pavlodar Oblysy	Asia/Almaty	
3893623	CL-CO	CL	Кокимбо	Coquimbo	America/Santiago	
4563169		PR	Канованас	Canovanas Municipio	America/Puerto_Rico	
2676207	SE-D	SE	Сёдерманланд	Soedermanlands Laen	Europe/Stockholm	
1818058	CN-34	CN	Аньхой	Anhui Sheng	Asia/Shanghai	
459282	LV-042	LV	Екабпилсский край	Jekabpils Municipality	Europe/Riga	
1262271	IN-NL	IN	Нагаланд	State of Nagaland	Asia/Kolkata	
7533618		HK	Сатхинь	Sha Tin	Asia/Hong_Kong	
5417618	US-CO	US	Колорадо	Colorado	America/Denver	
750268	TR-16	TR	Бурса	Bursa	Europe/Istanbul	
108411	SA-01	SA	Эр-Рияд	Mintaqat ar Riyad	Asia/Riyadh	
501165	RU-ROS	RU	Ростовская область	Rostovskaya Oblast'	Europe/Moscow	06
7521306	PH-07	PH	Центральные Висайи	Central Visayas	Asia/Manila	
3239083	SI-007	SI	Брда	Brda	Europe/Ljubljana	
864557	BG-20	BG	Сливенская	Oblast Sliven	Europe/Sofia	
1024312	MZ-Q	MZ	Замбезия	Provincia de Zambezia	Africa/Maputo	
3339574	CZ-PA	CZ	Пардубицкий край	Pardubicky kraj	Europe/Prague	
1537162	KZ-ALM	KZ	Алматинская область	Almaty Oblysy	Asia/Almaty	
242246	TD-OD	TD	Ваддай	Ouaddai Region	Africa/Ndjamena	
3193964	SI-087	SI	Оромож	Obcina Ormoz	Europe/Ljubljana	
1841610	KR-41	KR	Кёнгидо	Gyeonggi	Asia/Seoul	
1996552	MY-16	MY	Путраджайя	Putrajaya	Asia/Kuala_Lumpur	
3337498	PL-WP	PL	Великопольское воеводство	Wielkopolskie	Europe/Warsaw	
511180	RU-PER	RU	Пермский край	Perm Krai	Asia/Yekaterinburg	57
167541	SY-DI	SY	Дамаск	Damascus Governorate	Asia/Damascus	
2593113	ES-VC	ES	Область Валенсия	Comunitat Valenciana	Europe/Madrid	
3174618	IT-25	IT	Ломбардия	Regione Lombardia	Europe/Rome	
1641899	ID-KS	ID	Южный Калимантан	Provinsi Kalimantan Selatan	Asia/Jakarta	
3333196	GB-STH	GB	Саутгемптон	Southampton	Europe/London	
2110554	JP-06	JP	Ямагата	Yamagata	Asia/Tokyo	
206938	CD-NK	CD	Северное Киву	Province du Nord-Kivu	Africa/Lubumbashi	
1611406	TH-36	TH	Чайяпхум	Changwat Chaiyaphum	Asia/Bangkok	
8299731	MT-27	MT	Марсаскала	Marsaskala	Europe/Malta	
7521311	PH-00	PH	Столичный регион	National Capital Region	Asia/Manila	
3848949	AR-F	AR	Ла-Риоха	Provincia de La Rioja	America/Argentina/La_Rioja	
3333125	GB-BIR	GB	Бирмингем	Birmingham	Europe/London	
2842635	DE-SL	DE	Саар	Saarland	Europe/Berlin	
2651385	GB-DEN	GB	Денбишир	Denbighshire	Europe/London	
3030293	FR-E	FR	Бретань	Region Bretagne	Europe/Paris	
459664	LV-033	LV	Гулбенский край	Gulbenes Rajons	Europe/Riga	
3229999	BA-BIH	BA	Федерация Боснии и Герцеговины	Federation of Bosnia and Herzegovina	Europe/Sarajevo	
3632306	VE-L	VE	Мерида	Estado Merida	America/Caracas	
1496152	RU-OMS	RU	Омская область	Omskaya Oblast'	Asia/Omsk	52
3194451	SI-084	SI	Нова Горица	Nova Gorica	Europe/Ljubljana	
1259424	IN-PY	IN	Пондишери	Union Territory of Puducherry	Asia/Kolkata	
2756631	NL-DR	NL	Дренте	Provincie Drenthe	Europe/Amsterdam	
3576023	AG-04	AG	Сент-Джон	Parish of Saint John	America/Antigua	
2023468	RU-IRK	RU	Иркутская область	Irkutskaya Oblast'	Asia/Irkutsk	25
2748838	NL-OV	NL	Оверайссел	Provincie Overijssel	Europe/Amsterdam	
3041733		AX	Мариехамн	Mariehamn	Europe/Mariehamn	
7521942	TT-PRT	TT	Принсес Таун	Princes Town	America/Port_of_Spain	
3055744	HU-BK	HU	Бач-Кишкун	Bacs-Kiskun county	Europe/Budapest	
306569	TR-42	TR	Конья	Konya	Europe/Istanbul	
4896861	US-IL	US	Иллинойс	Illinois	America/Chicago	
732771	BG-02	BG	Бургасская	Burgas	Europe/Sofia	
7521297	PH-02	PH	Долина Кагаян	Cagayan Valley	Asia/Manila	
3239179	SI-081	SI	Мута	Muta	Europe/Ljubljana	
1863501	JP-10	JP	Гумма	Gunma-ken	Asia/Tokyo	
692196	UA-59	UA	Сумская область	Sums'ka Oblast'	Europe/Kiev	59
680428	RO-CV	RO	Ковасна	Covasna	Europe/Bucharest	
3333229	GB-EDH	GB	Эдинбург	Edinburgh	Europe/London	
3151864	NO-12	NO	Хордаланн	Hordaland Fylke	Europe/Oslo	
2749879	NL-NH	NL	Северная Голландия	Provincie Noord-Holland	Europe/Amsterdam	
780166	NO-20	NO	Финнмарк	Finnmark Fylke	Europe/Oslo	
6697803	GR-A	GR	Восточная Македония и Фракия	East Macedonia and Thrace	Europe/Athens	
3928127	PE-TAC	PE	Такна	Tacna	America/Lima	
278297	LB-AS	LB	Северный Ливан	Mohafazat Liban-Nord	Asia/Beirut	
5879092	US-AK	US	Аляска	Alaska	America/Anchorage	
864561	BG-04	BG	Великотырновская	Oblast Veliko Turnovo	Europe/Sofia	
2208267	VU-SEE	VU	Шефа	Shefa Province	Pacific/Efate	
480508	RU-TUL	RU	Тульская область	Tul'skaya Oblast'	Europe/Moscow	07
1337624	MV-MLE	MV	Мале	Maale	Indian/Maldives	
3654665	EC-L	EC	Лоха	Provincia de Loja	America/Guayaquil	
1621034	TH-15	TH	Ангтхонг	Changwat Ang Thong	Asia/Bangkok	
3143242	NO-03	NO	Осло	Oslo County	Europe/Oslo	
2112669	JP-08	JP	Ибараки	Ibaraki-ken	Asia/Tokyo	
865543	GE-SZ	GE	Самегрело и Земо-Сванети	Samegrelo-Zemo Svanetis Mkhare	Asia/Tbilisi	
3395443	BR-MA	BR	Мараньян	Estado do Maranhao	America/Araguaina	
2233376	CM-CE	CM	Центральный	Centre Region	Africa/Douala	
740481	TR-53	TR	Ризе	Rize	Europe/Istanbul	
1996551	ID-KR	ID	Острова Риау	Provinsi Kepulauan Riau	Asia/Pontianak	
2597316	CI-01	CI	Лагюн	Lagunes	Africa/Abidjan	
1796480	CN-61	CN	Шэньси	Shaanxi	Asia/Chongqing	
567395	RU-CU	RU	Чувашия	Chuvashia	Europe/Moscow	97
3023519	FR-H	FR	Корсика	Region Corse	Europe/Paris	
2659810	CH-LU	CH	Люцерн	Kanton Luzern	Europe/Zurich	
3712073	PA-3	PA	Колон	Provincia de Colon	America/Panama	
864555	BG-27	BG	Шуменская	Oblast Shumen	Europe/Sofia	
7603251	TD-HL	TD	Хаджер-Ламис	Hadjer-Lamis	Africa/Ndjamena	
1559969	VN-22	VN	Нгеан	Tinh Nghe An	Asia/Ho_Chi_Minh	
1865694	JP-23	JP	Айти	Aichi-ken	Asia/Tokyo	
559838	RU-NIZ	RU	Нижегородская область	Nizhegorodskaya Oblast'	Europe/Moscow	22
443187	TR-70	TR	Караман	Karaman	Europe/Istanbul	
3239185	SI-126	SI	Шоштаньи	Obcina Sostanj	Europe/Ljubljana	
2751596	NL-LI	NL	Лимбург	Provincie Limburg	Europe/Amsterdam	
3040684	AD-03	AD	Энкамп	Parroquia d'Encamp	Europe/Andorra	
2635885	GB-THR	GB	Таррок	Thurrock	Europe/London	
3371207	NA-ON	NA	Ошана	Oshana	Africa/Windhoek	
2657256	GB-ANT	GB	Антрим	Antrim	Europe/London	
2658821	CH-SG	CH	Санкт-Галлен	Kanton St. Gallen	Europe/Zurich	
1905497	VN-69	VN	Тхайнгуен	Tinh Thai Nguyen	Asia/Ho_Chi_Minh	
2651292	GB-DEV	GB	Девон	Devon	Europe/London	
1835224	KR-30	KR	Тэджон	Daejeon	Asia/Seoul	
2597553	MA-04	MA	Восточная	Oriental Region	Africa/Casablanca	
1167710	PK-PB	PK	Пенджаб	Punjab	Asia/Karachi	
3613319	HN-CM	HN	Комаягуа	Departamento de Comayagua	America/Tegucigalpa	
8299721	MT-33	MT	Мкабба	L-Imqabba	Europe/Malta	
1255053	IN-TN	IN	Тамилнад	State of Tamil Nadu	Asia/Kolkata	
3941583	PE-CUS	PE	Куско	Cusco	America/Lima	
3007670	FR-K	FR	Лангедок-Руссильон	Region Languedoc-Roussillon	Europe/Paris	
3336898	ES-CB	ES	Кантабрия	Cantabria	Europe/Madrid	
3577892	VC-06	VC	Гренадины	Grenadines	America/St_Vincent	
1577882	VN-35	VN	Ламдонг	Tinh Lam Dong	Asia/Ho_Chi_Minh	
6612108	NZ-NSN	NZ	Нельсон	Nelson	Pacific/Auckland	
3564073	CU-03	CU	Гавана	Provincia de La Habana	America/Havana	
1608408	TH-96	TH	Наратхиват	Changwat Narathiwat	Asia/Bangkok	
2642068	GB-MYL	GB	Мойл	Moyle	Europe/London	
743165	TR-39	TR	Кыркларели	Kirklareli	Europe/Istanbul	
8299756	MT-57	MT	Суики	Is-Swieqi	Europe/Malta	
443123	JO-MD	JO	Мадаба	Muhafazat Madaba	Asia/Amman	
3671087	CO-QUI	CO	Киндио	Quindio Department	America/Bogota	
1841597	KR-47	KR	Кёнсан-Пукто	North Gyeongsang	Asia/Seoul	
1337166	BD-E	BD	Раджшахи	Rajshahi Division	Asia/Dhaka	
1606789	TH-47	TH	Саконнакхон	Changwat Sakon Nakhon	Asia/Bangkok	
4565581		PR	Исабела	Municipio de Isabela	America/Puerto_Rico	
3173222	IT-67	IT	Молизе	Regione Molise	Europe/Rome	
3153403	NO-04	NO	Хедмарк	Hedmark fylke	Europe/Oslo	
294824	IL-Z	IL	Северный	Northern District	Asia/Jerusalem	
2187304	NZ-MBH	NZ	Марлборо	Marlborough	Pacific/Auckland	
3333216	GB-WRT	GB	Уоррингтон	Warrington	Europe/London	
7670856		MG	Analamanga Region	Analamanga Region	Indian/Antananarivo	
4662168	US-TN	US	Теннесси	Tennessee	America/Chicago	
3027939	FR-F	FR	Центр	Region Centre	Europe/Paris	
1923045	ID-BT	ID	Бантен	Banten	Asia/Jakarta	
2454532	ML-2	ML	Куликоро	Koulikoro Region	Africa/Bamako	
7628360	LV-037	LV	Инчукалнсский край	Incukalna Novads	Europe/Riga	
1151253	TH-83	TH	Пхукет	Phuket Province	Asia/Bangkok	
2659315	CH-OW	CH	Обвальден	Kanton Obwalden	Europe/Zurich	
3333126	GB-BBD	GB	Блэкберн и Дарвен	Blackburn with Darwen	Europe/London	
4568015		PR	Сабана-Гранде	Sabana Grande Municipio	America/Puerto_Rico	
4017700	MX-BCN	MX	Нижняя Калифорния	Estado de Baja California	America/Tijuana	
3946080	PE-CAL	PE	Кальяо	Callao	America/Lima	
934275	MU-MO	MU	Мока	Moka District	Indian/Mauritius	
3849574	AR-L	AR	Ла-Пампа	Provincia de La Pampa	America/Argentina/Salta	
292224	AE-DU	AE	Дубай	Dubayy	Asia/Dubai	
587875	EE-82	EE	Валгамаа	Valgamaa	Europe/Tallinn	
1810676	CN-62	CN	Ганьсу	Gansu Sheng	Asia/Chongqing	
311044	TR-35	TR	Измир	Izmir	Europe/Istanbul	
3580975	BZ-SC	BZ	Станн-Крик	Stann Creek District	America/Belize	
3038033	FR-A	FR	Эльзас	Region Alsace	Europe/Paris	
710720	UA-77	UA	Черновицкая область	Chernivets'ka Oblast'	Europe/Uzhgorod	73
3378840	GY-EB	GY	Восточный Бербайс-Корентин	East Berbice-Corentyne Region	America/Guyana	
479613	RU-UD	RU	Удмуртия	Udmurtia	Europe/Samara	94
1587974	VN-50	VN	Бенче	Tinh Ben Tre	Asia/Ho_Chi_Minh	
863890	MK-64	MK	Радовиш	Opstina Radovis	Europe/Skopje	
2641209	GB-NYK	GB	Северный Йоркшир	North Yorkshire	Europe/London	
3457419	BR-MT	BR	Мату-Гросу	Estado de Mato Grosso	America/Cuiaba	
3337514	HR-18	HR	Истрийская	Istarska Zupanija	Europe/Zagreb	
3674021	CO-NAR	CO	Нариньо	Departamento de Narino	America/Bogota	
3239275	SI-031	SI	Горньи Петровици	Gornji Petrovci	Europe/Ljubljana	
618381	MD-DO	MD	Дондюшанский район	Raionul Donduseni	Europe/Chisinau	
7628303	LV-032	LV	Гробиньский край
	Grobinas Novads	Europe/Riga	
3186905	SI-142	SI	Загорье у Сави	Zagorje ob Savi	Europe/Ljubljana	
1518003	KZ-AKM	KZ	Акмолинская область	Aqmola Oblysy	Asia/Almaty	
3333238	GB-BGW	GB	Блайнай Гвент	Blaenau Gwent	Europe/London	
1270101	IN-HP	IN	Химачал-Прадеш	State of Himachal Pradesh	Asia/Kolkata	
618164	MD-CA	MD	Кагульский район	Raionul Cahul	Europe/Chisinau	
8299748	MT-48	MT	Сан-Джильян	Saint Julian's	Europe/Malta	
3333221	GB-WOK	GB	Уокингем	Wokingham	Europe/London	
3339540	CZ-KR	CZ	Краловеградецкий край	Kralovehradecky kraj	Europe/Prague	
3046431	HU-PE	HU	Пешт	Pest megye	Europe/Budapest	
2763586	AT-7	AT	Тироль	Tirol	Europe/Vienna	
3880306	CL-ML	CL	Мауле	Maule	America/Santiago	
864554	BG-10	BG	Кюстендилская	Oblast Kyustendil	Europe/Sofia	
1857352	JP-24	JP	Миэ	Mie-ken	Asia/Tokyo	
2036965	CN-23	CN	Хэйлунцзян	Heilongjiang Sheng	Asia/Harbin	
7628320	LV-068	LV	Олайнский край	Olaines Novads	Europe/Riga	
3680692	CO-HUI	CO	Уила	Departamento del Huila	America/Bogota	
3947319	PE-ARE	PE	Арекипа	Arequipa	America/Lima	
2657306	GB-ANS	GB	Ангус	Angus	Europe/London	
3343958	SK-TA	SK	Трнавский	Trnavsky kraj	Europe/Bratislava	
8299700	MT-01	MT	Аттард	Attard	Europe/Malta	
1337293	BT-15	BT	Тхимпху	Thimphu Dzongkhag	Asia/Thimphu	
731061	BG-22	BG	София	Sofiya-Grad	Europe/Sofia	
5690763	US-ND	US	Северная Дакота	North Dakota	America/Chicago	
1855608	JP-29	JP	Нара	Nara-ken	Asia/Tokyo	
98180	IQ-BG	IQ	Багдад	Muhafazat Baghdad	Asia/Baghdad	
671857	RO-OT	RO	Олт	Olt	Europe/Bucharest	
191242		KE	Kisumu	Kisumu	Africa/Nairobi	
567293	RU-DA	RU	Дагестан	Dagestan	Europe/Moscow	82
2246451	SN-SL	SN	Сен-Луи	Saint-Louis	Africa/Dakar	
3337492	PL-DS	PL	Нижнесилезское воеводство	Wojewodztwo Dolnoslaskie	Europe/Warsaw	
3239112	SI-138	SI	Водице	Vodice	Europe/Ljubljana	
706370	UA-68	UA	Хмельницкая область	Khmel'nyts'ka Oblast'	Europe/Kiev	68
1733044	MY-03	MY	Келантан	Kelantan	Asia/Kuala_Lumpur	
1821273	FR-MO	MO	Макао	Concelho de Macau	Asia/Macau	
1642856	ID-JA	ID	Джамби	Provinsi Jambi	Asia/Jakarta	
3660431	EC-A	EC	Асуай	Provincia del Azuay	America/Guayaquil	
2324828	NG-PL	NG	Плато	Plateau State	Africa/Lagos	
2872567	DE-MV	DE	Мекленбург-Передняя Померания 	Land Mecklenburg-Vorpommern	Europe/Berlin	
3344921	SI-169	SI	Миклавж на Дравскем Полю	Obcina Miklavz na Dravskem Polju	Europe/Ljubljana	
2332453	NG-LA	NG	Лагос	Lagos State	Africa/Lagos	
1269320	IN-JK	IN	Джамму и Кашмир	State of Jammu and Kashmir	Asia/Kolkata	
3199522	SI-032	SI	Гросуплье	Grosuplje	Europe/Ljubljana	
2634258	GB-WSX	GB	Западный Сассекс	West Sussex	Europe/London	
1856710	JP-45	JP	Миядзаки	Miyazaki-ken	Asia/Tokyo	
3337524	HR-08	HR	Приморско-Горанская	Primorsko-Goranska Zupanija	Europe/Zagreb	
1298822	MM-06	MM	Янгон	Yangon Region	Asia/Rangoon	
453753	BG-12	BG	Монтанская	Oblast Montana	Europe/Sofia	
71132	YE-SA	YE	Сана	Sanaa	Asia/Aden	
310858	TR-46	TR	Кахраманмараш	Kahramanmaras	Europe/Istanbul	
8299729	MT-25	MT	Лука	Luqa	Europe/Malta	
5815135	US-WA	US	Вашингтон	Washington	America/Los_Angeles	
1606589	TH-11	TH	Самутпракан	Changwat Samut Prakan	Asia/Bangkok	
553972	RU-KL	RU	Калмыкия	Kalmykiya	Europe/Moscow	85
